file,rpfguan_penalty_solution,rpfguan_penalty_optimal,rpfguan_penalty_time,rpfguan_penaltygap,rpfguan_penaltybuild_time,tbasedw_penalty_solution,tbasedw_penalty_optimal,tbasedw_penalty_time,tbasedw_penaltygap,tbasedw_penaltybuild_time
m15j15d15p10_0.csv.out,9,1,3.4649999141693115,0.0,0.056999921798706055,9,1,2.925999879837036,0.0,1.8980000019073486
m15j15d15p10_1.csv.out,6,1,7.713000059127808,0.0,0.042999982833862305,6,1,34.254000186920166,0.0,1.4610002040863037
m15j15d15p10_2.csv.out,7,1,0.15900015830993652,0.0,0.03900003433227539,7,1,4.79800009727478,0.0,2.7869999408721924
m15j15d15p10_3.csv.out,5,1,0.32000017166137695,0.0,0.0410001277923584,5,1,4.2170000076293945,0.0,1.8700001239776611
m15j15d15p10_4.csv.out,7,1,2.872999906539917,0.0,0.03899979591369629,7,1,5.129999876022339,0.0,2.3569998741149902
m15j15d15p10_5.csv.out,6,1,0.9859998226165771,0.0,0.039999961853027344,6,1,3.2769999504089355,0.0,1.5420000553131104
m15j15d15p10_6.csv.out,6,1,2.432999849319458,0.0,0.039999961853027344,6,1,6.210999965667725,0.0,1.5399999618530273
m15j15d15p10_7.csv.out,8,1,1.5290000438690186,0.0,0.0409998893737793,8,1,5.442999839782715,0.0,2.4539999961853027
m15j15d15p10_8.csv.out,5,1,1.8889999389648438,0.0,0.0409998893737793,5,1,4.46399998664856,0.0,1.6949999332427979
m15j15d15p10_9.csv.out,8,1,0.41100001335144043,0.0,0.039999961853027344,8,1,2.819000005722046,0.0,1.49399995803833
m15j15d25p10_0.csv.out,6,1,3.2720000743865967,0.0,0.04399991035461426,6,1,3.625,0.0,1.8680000305175781
m15j15d25p10_1.csv.out,3,1,0.6410000324249268,0.0,0.042999982833862305,3,1,5.547999858856201,0.0,2.069999933242798
m15j15d25p10_2.csv.out,7,1,0.25,0.0,0.039999961853027344,7,1,4.43500018119812,0.0,1.9040000438690186
m15j15d25p10_3.csv.out,4,1,0.9219999313354492,0.0,0.039999961853027344,4,1,3.500999927520752,0.0,1.3559999465942383
m15j15d25p10_4.csv.out,6,1,0.39299988746643066,0.0,0.046000003814697266,6,1,4.007999897003174,0.0,2.0190000534057617
m15j15d25p10_5.csv.out,5,1,2.6080000400543213,0.0,0.0410001277923584,5,1,3.690000057220459,0.0,1.6349999904632568
m15j15d25p10_6.csv.out,3,1,0.7880001068115234,0.0,0.04399991035461426,3,1,10.527000188827515,0.0,1.696000099182129
m15j15d25p10_7.csv.out,5,1,2.1599998474121094,0.0,0.039999961853027344,5,1,4.746000051498413,0.0,1.9559998512268066
m15j15d25p10_8.csv.out,3,1,1.50600004196167,0.0,0.0410001277923584,3,1,4.557999849319458,0.0,1.7559998035430908
m15j15d25p10_9.csv.out,5,1,0.3970000743865967,0.0,0.03900003433227539,5,1,3.640000104904175,0.0,1.5750000476837158
m15j25d15p10_0.csv.out,15,0,1800.3209998607635,0.06666666666622352,0.09500002861022949,15,1,34.53200006484985,0.0,6.67300009727478
m15j25d15p10_1.csv.out,15,1,54.59500002861023,0.0,0.09400010108947754,15,1,16.824000120162964,0.0,7.674999952316284
m15j25d15p10_2.csv.out,12,0,1800.9250001907349,0.16666666666527927,0.09200000762939453,12,1,33.34700012207031,0.0,13.252000093460083
m15j25d15p10_3.csv.out,11,1,521.8109998703003,0.0,0.1789999008178711,11,1,44.57299995422363,0.0,11.838000059127808
m15j25d15p10_4.csv.out,13,0,1808.5739998817444,0.3076923076899426,0.18799996376037598,13,1,54.35899996757507,0.0,13.42199993133545
m15j25d15p10_5.csv.out,16,1,150.2739999294281,0.0,0.20799994468688965,16,1,41.23099994659424,0.0,13.086999893188477
m15j25d15p10_6.csv.out,13,0,1800.332999944687,0.15384615384497177,0.12599992752075195,13,1,50.91799998283386,0.0,7.746999979019165
m15j25d15p10_7.csv.out,14,0,1803.5940001010895,0.2857142857122449,0.10899996757507324,14,1,22.20300006866455,0.0,9.067999839782715
