file,m,j,d,p,i,guan_solution,guan_optimal,guan_time,guangap,guanbuild_time,guan_solution_time,tbased2_solution,tbased2_optimal,tbased2_time,tbased2gap,tbased2build_time,tbased2_solution_time,cp_limit1s_solution,cp_limit1s_optimal,cp_limit1s_time,cp_limit2s_solution,cp_limit2s_optimal,cp_limit2s_time,cp_limit5s_solution,cp_limit5s_optimal,cp_limit5s_time,cp_limit10s_solution,cp_limit10s_optimal,cp_limit10s_time,cp_limit20s_solution,cp_limit20s_optimal,cp_limit20s_time
m25j40d20p40_2.csv.out,25,40,20,40,2,35,0,10.509999990463257,0.42857142857020397,0.4570000171661377,10.0529999733,39,0,3368.792999982834,0.9999999999974358,860.3340001106262,2508.45899987,33,0,1.03,33,0,2.026,32,0,5.185,31,0,10.29,31,0,20.261
m25j40d20p40_3.csv.out,25,40,20,40,3,32,0,10.51200008392334,0.4031249999987404,0.45600008964538574,10.0559999943,39,0,3522.0889999866486,0.9999999999974358,1029.9560000896454,2492.1329999,32,0,0.996,31,0,2.028,31,0,5.066,30,0,10.269,30,0,20.379
m25j40d20p40_4.csv.out,25,40,20,40,4,37,0,10.5239999294281,0.5932432432416397,0.46700000762939453,10.0569999218,39,0,4878.073999881744,0.9999999999974358,1083.236999988556,3794.83699989,32,0,1.046,32,0,2.054,32,0,5.076,31,0,10.136,31,0,20.361
m25j40d20p40_5.csv.out,25,40,20,40,5,35,0,10.526999950408936,0.5714285714269386,0.46000003814697266,10.0669999123,39,0,3780.388000011444,0.9999999999974358,1105.00200009346,2675.38599992,27,0,1.016,27,0,2.054,27,0,5.058,26,0,10.225,26,0,20.457
m25j40d20p40_6.csv.out,25,40,20,40,6,35,0,10.524999856948853,0.4571428571415506,0.46199989318847656,10.0629999638,39,0,2927.6349999904633,0.9999999999974358,1016.6269998550415,1911.00800014,33,0,1.018,33,0,2.024,33,0,5.071,33,0,10.133,32,0,20.4
m25j40d20p40_7.csv.out,25,40,20,40,7,33,0,10.52999997138977,0.3932528165265989,0.47300004959106445,10.0569999218,39,0,4069.125,0.9999999999974358,930.3810000419617,3138.74399996,32,0,1.058,32,0,2.062,31,0,5.375,31,0,10.191,31,0,20.407
m25j40d20p40_8.csv.out,25,40,20,40,8,34,0,10.509000062942505,0.5294117647043253,0.45399999618530273,10.0550000668,39,0,4425.596999883652,0.9999999999974358,835.4359998703003,3590.16100001,33,0,0.995,32,0,2.022,32,0,5.098,29,0,10.161,29,0,20.631
m25j40d20p40_9.csv.out,25,40,20,40,9,35,0,10.528000116348267,0.4857142857128963,0.45800018310546875,10.0699999332,38,0,2969.3680000305176,0.9999999999973683,773.569000005722,2195.79900002,31,0,0.995,31,0,2.003,30,0,5.03,29,0,10.123,29,0,20.344
m25j50d20p20_0.csv.out,25,50,20,20,0,48,0,10.799000024795532,0.6145833333320527,0.7200000286102295,10.0789999962,39,0,2471.215000152588,0.1070664877014619,516.6600000858307,1954.55500007,42,0,1.053,39,0,2.116,38,0,5.1,38,0,10.395,38,0,20.255
m25j50d20p20_1.csv.out,25,50,20,20,1,48,0,10.819000005722046,0.6452583310924473,0.7260000705718994,10.0929999352,39,0,2477.776999950409,0.10495410738409723,536.4670000076294,1941.30999994,40,0,1.079,40,0,2.04,40,0,5.112,39,0,10.193,38,0,20.584
m25j50d20p20_2.csv.out,25,50,20,20,2,47,0,10.805000066757202,0.6808510638283387,0.7290000915527344,10.0759999752,48,0,2268.0400002002716,0.3002307685541996,444.5859999656677,1823.45400023,40,0,1.02,40,0,2.028,40,0,5.164,37,0,10.167,37,0,20.35
m25j50d20p20_3.csv.out,25,50,20,20,3,48,0,10.82200002670288,0.8695955286370891,0.7310001850128174,10.0909998417,35,0,2432.2699999809265,0.05877150860327322,544.867999792099,1887.40200019,41,0,1.053,40,0,2.082,38,0,5.061,38,0,10.169,37,0,20.595
m25j50d20p20_4.csv.out,25,50,20,20,4,47,0,10.780999898910522,0.8503158244662758,0.7070000171661377,10.0739998817,32,0,2297.175999879837,0.06976256735836354,388.3220000267029,1908.85399985,38,0,0.995,38,0,2.071,38,0,5.145,36,0,10.187,36,0,20.292
m25j50d20p20_5.csv.out,25,50,20,20,5,49,0,10.805999994277954,0.8140193515504883,0.7230000495910645,10.0829999447,33,0,2325.21799993515,0.05373376623360307,422.80599999427795,1902.41199994,40,0,1.055,38,0,2.049,36,0,5.217,34,0,10.304,34,0,20.354
m25j50d20p20_6.csv.out,25,50,20,20,6,48,0,10.796000003814697,0.7899051340194098,0.7159998416900635,10.0800001621,33,1,1320.1340000629425,0.0,404.52500009536743,915.608999968,37,0,0.997,37,0,2.031,37,0,5.343,36,0,10.143,35,0,20.386
m25j50d20p20_7.csv.out,25,50,20,20,7,48,0,10.823999881744385,0.687425727865472,0.7269999980926514,10.0969998837,37,1,2123.7569999694824,0.0,455.3070001602173,1668.44999981,41,0,1.076,41,0,2.012,41,0,5.163,39,0,10.197,39,0,20.436
m25j50d20p20_8.csv.out,25,50,20,20,8,49,0,10.805000066757202,0.8352447569402026,0.7319998741149902,10.0730001926,35,0,2510.2490000724792,0.1423987776924888,552.8120000362396,1957.43700004,38,0,1.042,37,0,2.0,34,0,5.062,34,0,10.281,34,0,20.578
m25j50d20p20_9.csv.out,25,50,20,20,9,49,0,10.817999839782715,0.6938005390821415,0.7239999771118164,10.0939998627,37,1,1753.7320001125336,0.0,470.5699999332428,1283.16200018,42,0,1.036,42,0,2.034,41,0,5.065,40,0,10.168,39,0,20.497
m25j50d20p40_0.csv.out,25,50,20,40,0,48,0,10.80299997329712,0.7060048783575772,0.7139999866485596,10.0889999866,49,0,3927.659999847412,0.9999999999979592,1929.4089999198914,1998.25099993,39,0,1.024,39,0,2.046,39,0,5.251,39,0,10.134,39,0,20.224
m25j50d20p40_1.csv.out,25,50,20,40,1,49,0,10.792999982833862,0.6116220431907156,0.7200000286102295,10.0729999542,49,0,5198.456000089645,0.9999999999979592,2013.7300000190735,3184.72600007,41,0,1.026,41,0,2.024,40,0,5.18,40,0,10.23,40,0,20.56
m25j50d20p40_2.csv.out,25,50,20,40,2,48,0,10.814000129699707,0.5104166666656033,0.7300000190734863,10.0840001106,48,0,6546.690999984741,0.9999999999979167,2207.2030000686646,4339.48799992,44,0,1.015,43,0,2.052,43,0,5.18,42,0,10.11,41,0,20.395
m25j50d20p40_3.csv.out,25,50,20,40,3,49,0,10.79099988937378,0.7127161761638261,0.7069997787475586,10.0840001106,49,0,5131.876000165939,0.9999999999979592,1953.5770001411438,3178.29900002,43,0,1.014,43,0,2.0,42,0,5.024,40,0,10.302,40,0,20.405
m25j50d20p40_4.csv.out,25,50,20,40,4,49,0,10.808000087738037,0.5705196661792773,0.7209999561309814,10.0870001316,49,0,3688.861000061035,0.9999999999979592,1791.744000196457,1897.11699986,41,0,1.065,40,0,2.067,40,0,5.123,40,0,10.194,40,0,20.417
m25j50d20p40_5.csv.out,25,50,20,40,5,49,0,10.826000213623047,0.5299958909727576,0.7269999980926514,10.0990002155,49,0,6993.31299996376,0.9999999999979592,1904.9989998340607,5088.31400013,41,0,1.002,41,0,2.11,41,0,5.279,41,0,10.229,41,0,20.425
m25j50d20p40_6.csv.out,25,50,20,40,6,49,0,10.776000022888184,0.6644248520794528,0.7000000476837158,10.0759999752,49,0,5090.513999938965,0.9999999999979592,1903.486999988556,3187.02699995,40,0,1.035,40,0,2.018,40,0,5.075,40,0,10.227,40,0,20.546
m25j50d20p40_7.csv.out,25,50,20,40,7,48,0,10.800999879837036,0.7476218416545359,0.7160000801086426,10.0849997997,48,0,6711.266999959946,0.9999999999979167,2190.6409997940063,4520.62600017,41,0,1.025,41,0,2.064,41,0,5.149,41,0,10.2,40,0,20.26
m25j50d20p40_8.csv.out,25,50,20,40,8,49,0,10.80299997329712,0.789526343039775,0.7219998836517334,10.0810000896,49,0,4163.87700009346,0.9999999999979592,1981.5069999694824,2182.37000012,43,0,1.018,41,0,2.041,41,0,5.034,41,0,10.338,40,0,20.435
m25j50d20p40_9.csv.out,25,50,20,40,9,48,0,10.796000003814697,0.5815166279929089,0.7049999237060547,10.0910000801,48,0,6946.551000118256,0.9999999999979167,2309.6109998226166,4636.9400003,40,0,1.018,39,0,1.999,39,0,5.071,39,0,10.112,39,0,20.328
