file,rpfguan_penalty_solution,rpfguan_penalty_optimal,rpfguan_penalty_time,rpfguan_penaltygap,rpfguan_penaltybuild_time,tbasedw_penalty_solution,tbasedw_penalty_optimal,tbasedw_penalty_time,tbasedw_penaltygap,tbasedw_penaltybuild_time
m15j30d20p05_0.csv.out,11,0,1800.4930000305176,0.36192109776686593,0.16000008583068848,11,1,31.442000150680542,0.0,5.180999994277954
m15j30d20p05_1.csv.out,13,0,1800.4700000286102,0.6153846153798832,0.13000011444091797,12,1,22.685999870300293,0.0,4.144999980926514
m15j30d20p05_2.csv.out,8,0,1800.4570000171661,0.37499999999531264,0.1380000114440918,8,1,5.008999824523926,0.0,2.882999897003174
m15j30d20p05_3.csv.out,14,0,1800.4800000190735,0.6428571428525516,0.13500022888183594,13,1,12.306999921798706,0.0,3.9179999828338623
m15j30d20p05_4.csv.out,11,0,1800.5189998149872,0.5379285467393481,0.13099980354309082,11,1,7.078999996185303,0.0,3.679999828338623
m15j30d20p05_5.csv.out,10,0,1800.4519999027252,0.499999999995001,0.13400006294250488,10,1,11.051999807357788,0.0,4.139999866485596
m15j30d20p05_6.csv.out,8,0,1800.4800000190735,0.49999999999375155,0.13400006294250488,8,1,1171.7639999389648,0.0,3.2929999828338623
m15j30d20p05_7.csv.out,9,1,691.5820000171661,0.0,0.15600013732910156,9,1,11.351999998092651,0.0,3.802999973297119
m15j30d20p05_8.csv.out,11,0,1800.4569997787476,0.6373850868174946,0.13299989700317383,10,1,9.956000089645386,0.0,3.803999900817871
m15j30d20p05_9.csv.out,10,0,1800.3980000019073,0.19999999999800294,0.13100004196166992,10,1,6.635999917984009,0.0,3.747999906539917
m15j30d20p10_0.csv.out,17,0,1800.3869998455048,0.29411764705709786,0.1359999179840088,17,1,464.50300002098083,0.0,16.26199984550476
m15j30d20p10_1.csv.out,15,1,1026.7420001029968,0.0,0.15000009536743164,15,1,22.17899990081787,0.0,12.399999856948853
m15j30d20p10_2.csv.out,11,0,1800.430999994278,0.35513833991771265,0.13099980354309082,11,1,36.513999938964844,0.0,10.187000036239624
m15j30d20p10_3.csv.out,18,0,1800.4140000343323,0.4991087344000794,0.13299989700317383,18,1,24.658000230789185,0.0,13.76800012588501
m15j30d20p10_4.csv.out,13,0,1800.4319999217987,0.4325917546472505,0.13400006294250488,13,1,28.340999841690063,0.0,11.559999942779541
m15j30d20p10_5.csv.out,16,0,1800.4370000362396,0.24764384920480145,0.13700008392333984,16,1,20.206000089645386,0.0,11.31600022315979
m15j30d20p10_6.csv.out,13,0,1800.393000125885,0.3076923076899408,0.13199996948242188,13,1,34.05999994277954,0.0,10.491999864578247
m15j30d20p10_7.csv.out,11,0,1800.4519999027252,0.36193181817852565,0.13199996948242188,11,1,22.6729998588562,0.0,9.879999876022339
m15j30d20p10_8.csv.out,14,0,1800.37299990654,0.285714285712251,0.13299989700317383,14,1,36.900999784469604,0.0,13.786999940872192
m15j30d20p10_9.csv.out,13,0,1800.4160001277924,0.3076923076899423,0.13199996948242188,13,0,1812.9670000076294,0.07692307692248493,11.150000095367432
m15j30d20p20_0.csv.out,23,1,84.93799996376038,0.0,0.15999984741210938,23,1,241.63900017738342,0.0,65.73000001907349
m15j30d20p20_1.csv.out,20,1,1531.6390001773834,0.0,0.1550002098083496,20,1,119.59700012207031,0.0,38.157999992370605
m15j30d20p20_2.csv.out,21,0,1800.4570000171661,0.19047619047528347,0.1700000762939453,21,1,104.3199999332428,0.0,44.5220000743866
m15j30d20p20_3.csv.out,21,1,300.7739999294281,0.0,0.13499999046325684,21,1,402.77699995040894,0.0,55.69099998474121
m15j30d20p20_4.csv.out,20,0,1800.4270000457764,0.29994623655764,0.15000009536743164,19,1,139.43300008773804,0.0,49.51300001144409
m15j30d20p20_5.csv.out,20,0,1800.4340000152588,0.19999999999900347,0.15999984741210938,20,1,1794.6080000400543,0.0,57.401999950408936
m15j30d20p20_6.csv.out,21,1,1779.8170001506805,0.0,0.14300012588500977,21,1,1005.5299999713898,0.0,73.71299982070923
m15j30d20p20_7.csv.out,18,0,1800.6370000839233,0.16642616642524183,0.25100016593933105,18,1,208.77900004386902,0.0,75.46000003814697
m15j30d20p20_8.csv.out,20,0,1800.5769999027252,0.2433333333321167,0.21899986267089844,20,1,136.9869999885559,0.0,50.47499990463257
m15j30d20p20_9.csv.out,18,0,1800.3159999847412,0.05555555555524731,0.1679999828338623,18,1,955.6040000915527,0.0,70.60500001907349
m15j30d20p40_0.csv.out,20,0,1800.4900000095367,0.04999999999975089,0.3269999027252197,20,1,698.7919998168945,0.0,195.50300002098083
m15j30d20p40_1.csv.out,22,0,1800.611999988556,0.0909090909086785,0.2840001583099365,22,1,842.7840001583099,0.0,178.5809998512268
m15j30d20p40_2.csv.out,23,1,301.9779999256134,0.0,0.23100018501281738,23,1,1016.452999830246,0.0,194.80400013923645
m15j30d20p40_3.csv.out,22,1,1278.5209999084473,0.0,0.26600003242492676,22,0,2031.5769999027252,0.04675324675303424,217.0770001411438
m15j30d20p40_4.csv.out,23,0,1800.5460000038147,0.08695652173875298,0.2539999485015869,23,1,1128.8430001735687,0.0,226.25100016593933
m15j30d20p40_5.csv.out,21,0,1800.6449999809265,0.09523809523764275,0.25999999046325684,21,1,933.3559999465942,0.0,183.87199997901917
m15j30d20p40_6.csv.out,22,1,108.84299993515015,0.0,0.2799999713897705,22,1,1504.9079999923706,0.0,198.52800011634827
m15j30d20p40_7.csv.out,20,0,1800.5169999599457,0.14973082099521423,0.2219998836517334,20,0,1998.704999923706,0.06666666666633292,185.02800011634827
