file,m,j,d,p,i,rpfguan_solution,rpfguan_optimal,rpfguan_time,rpfguangap,rpfguanbuild_time,rpfguan_solution_time,tbasedw_solution,tbasedw_optimal,tbasedw_time,tbasedwgap,tbasedwbuild_time,tbasedw_solution_time
m15j15d25p05_3.csv.out,15,15,25,05,3,1,1,1.0420000553131104,0.0,0.07200002670288086,0.97000002861,1,1,2.434000015258789,0.0,1.1420001983642578,1.29199981689
m15j15d25p05_4.csv.out,15,15,25,05,4,2,1,0.24199986457824707,0.0,0.05900001525878906,0.182999849319,2,1,1.9590001106262207,0.0,0.7950000762939453,1.16400003433
m15j15d25p05_5.csv.out,15,15,25,05,5,0,1,0.1699998378753662,0.0,0.0709998607635498,0.0989999771118,0,1,1.8459999561309814,0.0,0.9110000133514404,0.93499994278
m15j15d25p05_6.csv.out,15,15,25,05,6,1,1,0.14599990844726562,0.0,0.059999942779541016,0.0859999656677,1,1,1.375,0.0,0.7779998779296875,0.59700012207
m15j15d25p05_7.csv.out,15,15,25,05,7,2,1,0.32399988174438477,0.0,0.07200002670288086,0.251999855042,2,1,2.3320000171661377,0.0,0.9709999561309814,1.36100006104
m15j15d25p05_8.csv.out,15,15,25,05,8,3,1,0.1530001163482666,0.0,0.05300021171569824,0.0999999046326,3,1,1.938999891281128,0.0,1.0439999103546143,0.894999980927
m15j15d25p05_9.csv.out,15,15,25,05,9,2,1,0.8340001106262207,0.0,0.0710000991821289,0.763000011444,2,1,4.308000087738037,0.0,0.8910000324249268,3.41700005531
m15j15d25p10_0.csv.out,15,15,25,10,0,4,1,0.8880000114440918,0.0,0.04200005531311035,0.845999956131,4,1,4.085999965667725,0.0,1.7749998569488525,2.31100010872
m15j15d25p10_1.csv.out,15,15,25,10,1,4,1,0.8589999675750732,0.0,0.06599998474121094,0.792999982834,4,1,5.124000072479248,0.0,1.934000015258789,3.19000005722
m15j15d25p10_2.csv.out,15,15,25,10,2,3,1,0.3619999885559082,0.0,0.046000003814697266,0.315999984741,3,1,5.194000005722046,0.0,1.8900001049041748,3.30399990082
m15j15d25p10_3.csv.out,15,15,25,10,3,5,1,0.746999979019165,0.0,0.039999961853027344,0.707000017166,5,1,2.9070000648498535,0.0,1.5339999198913574,1.37300014496
m15j15d25p10_4.csv.out,15,15,25,10,4,5,1,1.7070000171661377,0.0,0.040000200271606445,1.66699981689,5,1,5.067999839782715,0.0,2.1439998149871826,2.9240000248
m15j15d25p10_5.csv.out,15,15,25,10,5,4,1,1.125,0.0,0.04500007629394531,1.07999992371,4,1,5.022000074386597,0.0,1.9660000801086426,3.05599999428
m15j15d25p10_6.csv.out,15,15,25,10,6,3,1,0.6330001354217529,0.0,0.042999982833862305,0.590000152588,3,1,4.036999940872192,0.0,1.7339999675750732,2.3029999733
m15j15d25p10_7.csv.out,15,15,25,10,7,3,1,0.34800004959106445,0.0,0.039999961853027344,0.308000087738,3,1,5.105000019073486,0.0,1.446000099182129,3.65899991989
m15j15d25p10_8.csv.out,15,15,25,10,8,3,1,2.0939998626708984,0.0,0.03899979591369629,2.05500006676,3,1,4.988000154495239,0.0,1.8289999961853027,3.15900015831
m15j15d25p10_9.csv.out,15,15,25,10,9,6,1,0.755000114440918,0.0,0.0410001277923584,0.713999986649,6,1,4.669000148773193,0.0,2.142000198364258,2.52699995041
m15j15d25p20_0.csv.out,15,15,25,20,0,8,1,1.2160000801086426,0.0,0.04200005531311035,1.1740000248,8,1,11.266000032424927,0.0,4.795000076293945,6.47099995613
m15j15d25p20_1.csv.out,15,15,25,20,1,8,1,0.9239997863769531,0.0,0.06199979782104492,0.861999988556,8,1,21.835999965667725,0.0,6.824000120162964,15.0119998455
m15j15d25p20_2.csv.out,15,15,25,20,2,8,1,0.3259999752044678,0.0,0.042999982833862305,0.282999992371,8,1,13.995999813079834,0.0,6.824999809265137,7.17100000381
m15j15d25p20_3.csv.out,15,15,25,20,3,6,1,0.812999963760376,0.0,0.039999961853027344,0.773000001907,6,1,21.181999921798706,0.0,5.723999977111816,15.4579999447
m15j15d25p20_4.csv.out,15,15,25,20,4,6,1,1.0069999694824219,0.0,0.03900003433227539,0.96799993515,6,1,12.140000104904175,0.0,4.607000112533569,7.53299999237
m15j15d25p20_5.csv.out,15,15,25,20,5,6,1,3.2730000019073486,0.0,0.040000200271606445,3.23299980164,6,1,22.405999898910522,0.0,6.697000026702881,15.7089998722
m15j15d25p20_6.csv.out,15,15,25,20,6,6,1,0.625999927520752,0.0,0.039999961853027344,0.585999965668,6,1,15.289000034332275,0.0,5.194999933242798,10.0940001011
m15j15d25p20_7.csv.out,15,15,25,20,7,8,1,59.015000104904175,0.0,0.04500007629394531,58.9700000286,8,1,52.526999950408936,0.0,8.091000080108643,44.4359998703
m15j15d25p20_8.csv.out,15,15,25,20,8,8,1,0.3559999465942383,0.0,0.0410001277923584,0.314999818802,8,1,17.209999799728394,0.0,6.474999904632568,10.7349998951
m15j15d25p20_9.csv.out,15,15,25,20,9,7,1,1.2809998989105225,0.0,0.0409998893737793,1.24000000954,7,1,14.230000019073486,0.0,6.513000011444092,7.71700000763
m15j15d25p40_0.csv.out,15,15,25,40,0,10,1,0.27300000190734863,0.0,0.039999961853027344,0.233000040054,10,1,72.37700009346008,0.0,28.924000024795532,43.4530000687
m15j15d25p40_1.csv.out,15,15,25,40,1,10,1,0.1529998779296875,0.0,0.042999982833862305,0.109999895096,10,1,28.54800009727478,0.0,15.773000001907349,12.7750000954
m15j15d25p40_2.csv.out,15,15,25,40,2,7,1,1.0379998683929443,0.0,0.04199981689453125,0.996000051498,7,1,61.05999994277954,0.0,16.89199995994568,44.1679999828
m15j15d25p40_3.csv.out,15,15,25,40,3,8,1,0.33299994468688965,0.0,0.037999868392944336,0.295000076294,8,1,56.098999977111816,0.0,15.969000101089478,40.129999876
m15j15d25p40_4.csv.out,15,15,25,40,4,9,1,3.7849998474121094,0.0,0.039999961853027344,3.74499988556,9,1,1541.5659999847412,0.0,25.586999893188477,1515.97900009
m15j15d25p40_5.csv.out,15,15,25,40,5,10,1,0.15900015830993652,0.0,0.04400014877319336,0.115000009537,10,1,41.520999908447266,0.0,23.937999963760376,17.5829999447
m15j15d25p40_6.csv.out,15,15,25,40,6,7,1,1.433000087738037,0.0,0.04200005531311035,1.39100003242,7,1,97.33500003814697,0.0,19.085999965667725,78.2490000725
m15j15d25p40_7.csv.out,15,15,25,40,7,9,1,0.3269999027252197,0.0,0.04900002479553223,0.27799987793,9,1,117.75200009346008,0.0,14.207000017166138,103.545000076
m15j15d25p40_8.csv.out,15,15,25,40,8,9,1,1.0970001220703125,0.0,0.046000003814697266,1.05100011826,9,1,41.30800008773804,0.0,19.085999965667725,22.2220001221
m15j15d25p40_9.csv.out,15,15,25,40,9,9,1,1.130000114440918,0.0,0.03900003433227539,1.09100008011,9,1,278.86100006103516,0.0,18.585000038146973,260.276000023
m15j25d15p05_0.csv.out,15,25,15,05,0,5,1,42.789000034332275,0.0,0.17400002479553223,42.6150000095,5,1,6.801999807357788,0.0,2.884999990463257,3.91699981689
m15j25d15p05_1.csv.out,15,25,15,05,1,6,1,10.79800009727478,0.0,0.13400006294250488,10.6640000343,6,1,5.769999980926514,0.0,2.5339999198913574,3.23600006104
m15j25d15p05_2.csv.out,15,25,15,05,2,9,0,1800.3860001564026,0.22222222221975427,0.10599994659423828,1800.28000021,9,1,74.57299995422363,0.0,2.4739999771118164,72.0989999771
m15j25d15p05_3.csv.out,15,25,15,05,3,10,1,196.22099995613098,0.0,0.09299993515014648,196.128000021,10,1,4.599999904632568,0.0,2.3299999237060547,2.26999998093
m15j25d15p05_4.csv.out,15,25,15,05,4,11,0,1800.523999929428,0.36363636363305873,0.09200000762939453,1800.43199992,11,1,4.973999977111816,0.0,2.186000108718872,2.78799986839
m15j25d15p05_5.csv.out,15,25,15,05,5,10,1,1000.4029998779297,0.0,0.09299993515014648,1000.30999994,10,1,4.148000001907349,0.0,2.450000047683716,1.69799995422
m15j25d15p05_6.csv.out,15,25,15,05,6,7,1,208.9100000858307,0.0,0.09300017356872559,208.816999912,7,1,5.108999967575073,0.0,2.3529999256134033,2.75600004196
m15j25d15p05_7.csv.out,15,25,15,05,7,10,0,1800.1850001811981,0.09999999999900248,0.09200000762939453,1800.09300017,10,1,6.538000106811523,0.0,2.5169999599456787,4.02100014687
m15j25d15p05_8.csv.out,15,25,15,05,8,8,1,65.85199999809265,0.0,0.09100008010864258,65.760999918,8,1,4.300999879837036,0.0,1.99399995803833,2.3069999218
m15j25d15p05_9.csv.out,15,25,15,05,9,9,0,1800.358999967575,0.22222222221975635,0.09200000762939453,1800.26699996,9,1,10.457000017166138,0.0,2.9570000171661377,7.5
m15j25d15p10_0.csv.out,15,25,15,10,0,12,0,1800.3890001773834,0.3333333333305568,0.11400008201599121,1800.2750001,12,1,26.394999980926514,0.0,7.2769999504089355,19.1180000305
m15j25d15p10_1.csv.out,15,25,15,10,1,13,1,241.7369999885559,0.0,0.09299993515014648,241.644000053,13,1,14.257999897003174,0.0,5.75600004196167,8.50199985504
m15j25d15p10_2.csv.out,15,25,15,10,2,15,0,1800.3719999790192,0.3320824524290758,0.09400010108947754,1800.27799988,15,1,20.569999933242798,0.0,6.1600000858306885,14.4099998474
m15j25d15p10_3.csv.out,15,25,15,10,3,15,0,1800.4279999732971,0.19999999999866738,0.09399986267089844,1800.33400011,15,1,28.265000104904175,0.0,7.023000001907349,21.242000103
m15j25d15p10_4.csv.out,15,25,15,10,4,16,0,1800.305999994278,0.06249999999963625,0.08999991416931152,1800.21600008,16,1,34.109999895095825,0.0,9.116999864578247,24.9930000305
m15j25d15p10_5.csv.out,15,25,15,10,5,11,1,80.83299994468689,0.0,0.09599995613098145,80.7369999886,11,1,20.812999963760376,0.0,9.803999900817871,11.0090000629
m15j25d15p10_6.csv.out,15,25,15,10,6,15,1,402.26199984550476,0.0,0.12299990653991699,402.138999939,15,1,20.463000059127808,0.0,7.580999851226807,12.8820002079
m15j25d15p10_7.csv.out,15,25,15,10,7,12,0,1800.2599999904633,0.16666666666527807,0.09200000762939453,1800.16799998,12,1,28.597000122070312,0.0,7.611999988555908,20.9850001335
m15j25d15p10_8.csv.out,15,25,15,10,8,15,1,5.91700005531311,0.0,0.09500002861022949,5.8220000267,15,1,12.995000123977661,0.0,6.933000087738037,6.06200003624
m15j25d15p10_9.csv.out,15,25,15,10,9,12,1,571.4730000495911,0.0,0.09400010108947754,571.378999949,12,1,16.18400001525879,0.0,7.546000003814697,8.63800001144
m15j25d15p20_0.csv.out,15,25,15,20,0,17,1,8.720999956130981,0.0,0.08999991416931152,8.63100004196,17,1,89.89699983596802,0.0,26.69099998474121,63.2059998512
m15j25d15p20_1.csv.out,15,25,15,20,1,16,0,1800.3680000305176,0.18684440559323787,0.09200000762939453,1800.27600002,16,1,258.55200004577637,0.0,22.513999938964844,236.038000107
m15j25d15p20_2.csv.out,15,25,15,20,2,15,0,1800.2490000724792,0.06666666666622399,0.11899995803833008,1800.13000011,15,1,327.8880000114441,0.0,22.848000049591064,305.039999962
m15j25d15p20_3.csv.out,15,25,15,20,3,16,1,23.759999990463257,0.0,0.11099982261657715,23.6490001678,16,1,68.42600011825562,0.0,22.703999996185303,45.7220001221
m15j25d15p20_4.csv.out,15,25,15,20,4,15,0,1800.2469999790192,0.0666666666662227,0.09000015258789062,1800.15699983,15,1,68.7170000076294,0.0,19.401999950408936,49.3150000572
m15j25d15p20_5.csv.out,15,25,15,20,5,16,1,9.783999919891357,0.0,0.09100008010864258,9.69299983978,16,1,85.08100008964539,0.0,24.58299994468689,60.498000145
m15j25d15p20_6.csv.out,15,25,15,20,6,16,1,122.38299989700317,0.0,0.09299993515014648,122.289999962,16,0,1828.093999862671,0.06249999999960894,25.056999921798706,1803.03699994
m15j25d15p20_7.csv.out,15,25,15,20,7,18,1,16.249000072479248,0.0,0.1119999885559082,16.1370000839,18,1,78.6470000743866,0.0,30.555000066757202,48.0920000076
m15j25d15p20_8.csv.out,15,25,15,20,8,17,1,12.440000057220459,0.0,0.09100008010864258,12.3489999771,17,1,67.43799996376038,0.0,24.257999897003174,43.1800000668
m15j25d15p20_9.csv.out,15,25,15,20,9,18,1,26.27999997138977,0.0,0.0970001220703125,26.1829998493,18,1,201.24900007247925,0.0,25.503999948501587,175.745000124
m15j25d15p40_0.csv.out,15,25,15,40,0,18,1,371.08200001716614,0.0,0.09400010108947754,370.987999916,18,1,134.13499999046326,0.0,80.47199988365173,53.6630001068
m15j25d15p40_1.csv.out,15,25,15,40,1,17,1,120.23200011253357,0.0,0.11100006103515625,120.121000051,17,1,407.99000000953674,0.0,96.26999998092651,311.720000029
m15j25d15p40_2.csv.out,15,25,15,40,2,18,1,2.9749999046325684,0.0,0.22699999809265137,2.74799990654,18,1,437.797000169754,0.0,101.41300010681152,336.384000063
m15j25d15p40_3.csv.out,15,25,15,40,3,17,0,1802.1949999332428,0.17647058823425713,0.2539999485015869,1801.94099998,17,1,328.7279999256134,0.0,84.3289999961853,244.398999929
m15j25d15p40_4.csv.out,15,25,15,40,4,18,1,50.59299993515015,0.0,0.2539999485015869,50.3389999866,18,1,404.75800013542175,0.0,89.1010000705719,315.657000065
m15j25d15p40_5.csv.out,15,25,15,40,5,18,1,4.017999887466431,0.0,0.22899985313415527,3.78900003433,18,1,382.2369999885559,0.0,82.74000000953674,299.496999979
m15j25d15p40_6.csv.out,15,25,15,40,6,17,1,66.36500000953674,0.0,0.1100001335144043,66.254999876,17,1,191.48799991607666,0.0,63.355000019073486,128.132999897
m15j25d15p40_7.csv.out,15,25,15,40,7,18,1,1076.340000152588,0.0,0.10599994659423828,1076.23400021,18,1,304.5350000858307,0.0,92.94700002670288,211.588000059
m15j25d15p40_8.csv.out,15,25,15,40,8,16,1,1572.74799990654,0.0,0.17999982833862305,1572.56800008,16,1,321.14400005340576,0.0,87.83299994468689,233.311000109
m15j25d15p40_9.csv.out,15,25,15,40,9,18,1,7.4100000858306885,0.0,0.23599982261657715,7.17400026321,18,1,244.9909999370575,0.0,69.10500001907349,175.885999918
m15j25d25p05_0.csv.out,15,25,25,05,0,7,1,299.8400001525879,0.0,0.09200000762939453,299.748000145,7,1,7.273000001907349,0.0,2.4100000858306885,4.86299991608
m15j25d25p05_1.csv.out,15,25,25,05,1,2,1,14.977999925613403,0.0,0.09299993515014648,14.8849999905,2,1,13.16700005531311,0.0,2.136000156402588,11.0309998989
m15j25d25p05_2.csv.out,15,25,25,05,2,4,1,1572.5950000286102,0.0,0.09999990463256836,1572.49500012,4,1,3.2080001831054688,0.0,1.5760002136230469,1.63199996948
m15j25d25p05_3.csv.out,15,25,25,05,3,4,1,126.02000021934509,0.0,0.09300017356872559,125.927000046,4,1,4.390000104904175,0.0,2.115999937057495,2.27400016785
m15j25d25p05_4.csv.out,15,25,25,05,4,10,1,974.545000076294,0.0,0.09299993515014648,974.452000141,10,1,6.315000057220459,0.0,3.120999813079834,3.19400024414
m15j25d25p05_5.csv.out,15,25,25,05,5,7,0,1800.486999988556,0.42857142856530683,0.09299993515014648,1800.39400005,7,1,295.61299991607666,0.0,2.74399995803833,292.868999958
m15j25d25p05_6.csv.out,15,25,25,05,6,4,0,1800.3949999809265,0.4999999999874961,0.09599995613098145,1800.29900002,4,1,12.328999996185303,0.0,3.2899999618530273,9.03900003433
m15j25d25p05_7.csv.out,15,25,25,05,7,6,0,1800.5569999217987,0.33333333332777837,0.1380000114440918,1800.41899991,6,1,5.163999795913696,0.0,3.008999824523926,2.15499997139
m15j25d25p05_8.csv.out,15,25,25,05,8,7,1,56.55299997329712,0.0,0.1400001049041748,56.4129998684,7,1,9.454999923706055,0.0,3.9749999046325684,5.48000001907
m15j25d25p05_9.csv.out,15,25,25,05,9,5,0,1800.8780000209808,0.399999999992001,0.1359999179840088,1800.7420001,5,1,1404.3829998970032,0.0,8.54200005531311,1395.84099984
m15j25d25p10_0.csv.out,15,25,25,10,0,9,1,191.6340000629425,0.0,0.09399986267089844,191.5400002,9,1,32.57699990272522,0.0,6.38100004196167,26.1959998608
m15j25d25p10_1.csv.out,15,25,25,10,1,12,0,1800.4230000972748,0.41666666666319496,0.09100008010864258,1800.33200002,12,1,15.319000005722046,0.0,7.317000150680542,8.00199985504
m15j25d25p10_2.csv.out,15,25,25,10,2,12,0,1800.4399998188019,0.4166666666631881,0.09299993515014648,1800.34699988,12,1,38.331000089645386,0.0,7.989000082015991,30.3420000076
m15j25d25p10_3.csv.out,15,25,25,10,3,8,1,45.20299983024597,0.0,0.09200000762939453,45.1109998226,8,1,13.05299997329712,0.0,5.608999967575073,7.44400000572
m15j25d25p10_4.csv.out,15,25,25,10,4,10,0,1800.340000152588,0.19999999999800008,0.09100008010864258,1800.24900007,10,1,51.01899981498718,0.0,8.019999980926514,42.9989998341
m15j25d25p10_5.csv.out,15,25,25,10,5,13,1,277.58700013160706,0.0,0.09300017356872559,277.493999958,13,1,85.0460000038147,0.0,7.617999792098999,77.4280002117
m15j25d25p10_6.csv.out,15,25,25,10,6,10,1,670.7579998970032,0.0,0.11400008201599121,670.643999815,10,1,13.526999950408936,0.0,6.194000005722046,7.33299994469
m15j25d25p10_7.csv.out,15,25,25,10,7,12,0,1800.4319999217987,0.6617850810395759,0.09200000762939453,1800.33999991,11,1,30.23800015449524,0.0,8.240000009536743,21.998000145
m15j25d25p10_8.csv.out,15,25,25,10,8,9,1,341.20899987220764,0.0,0.09299993515014648,341.115999937,9,1,20.408999919891357,0.0,7.333999872207642,13.0750000477
m15j25d25p10_9.csv.out,15,25,25,10,9,10,1,894.3039999008179,0.0,0.09100008010864258,894.212999821,10,1,17.299999952316284,0.0,6.871999979019165,10.4279999733
m15j25d25p20_0.csv.out,15,25,25,20,0,17,1,459.2920000553131,0.0,0.05799984931945801,459.234000206,17,1,31.14800000190735,0.0,15.708999872207642,15.4390001297
m15j25d25p20_1.csv.out,15,25,25,20,1,15,1,44.33999991416931,0.0,0.05800008773803711,44.2819998264,15,1,93.91600012779236,0.0,14.657999992370605,79.2580001354
