file,m,j,d,p,i,rpfguan_solution,rpfguan_optimal,rpfguan_time,rpfguangap,rpfguanbuild_time,rpfguan_solution_time,tbasedw_solution,tbasedw_optimal,tbasedw_time,tbasedwgap,tbasedwbuild_time,tbasedw_solution_time
m15j15d15p20_6.csv.out,15,15,15,20,6,8,1,1.5699999332427979,0.0,0.039999961853027344,1.52999997139,8,1,33.355000019073486,0.0,5.891000032424927,27.4639999866
m15j15d15p20_7.csv.out,15,15,15,20,7,10,1,0.9360001087188721,0.0,0.04700016975402832,0.888999938965,10,1,13.885999917984009,0.0,5.934000015258789,7.95199990273
m15j15d15p20_8.csv.out,15,15,15,20,8,9,1,0.17799997329711914,0.0,0.03900003433227539,0.138999938965,9,1,19.58899998664856,0.0,9.062999963760376,10.5260000229
m15j15d15p20_9.csv.out,15,15,15,20,9,9,1,0.17600011825561523,0.0,0.03900003433227539,0.137000083923,9,1,10.365999937057495,0.0,5.0,5.36599993706
m15j15d15p40_0.csv.out,15,15,15,40,0,11,1,0.2909998893737793,0.0,0.0709998607635498,0.22000002861,11,1,71.22500014305115,0.0,26.754000186920166,44.4709999561
m15j15d15p40_1.csv.out,15,15,15,40,1,11,1,3.057000160217285,0.0,0.0709998607635498,2.98600029945,11,1,90.37100005149841,0.0,25.438999891281128,64.9320001602
m15j15d15p40_2.csv.out,15,15,15,40,2,11,1,0.2650001049041748,0.0,0.04799985885620117,0.217000246048,11,1,50.86299991607666,0.0,25.107999801635742,25.7550001144
m15j15d15p40_3.csv.out,15,15,15,40,3,10,1,0.21599984169006348,0.0,0.042999982833862305,0.172999858856,10,1,70.36999988555908,0.0,17.613999843597412,52.756000042
m15j15d15p40_4.csv.out,15,15,15,40,4,10,1,0.20199990272521973,0.0,0.04200005531311035,0.159999847412,10,1,81.70899987220764,0.0,19.26900005340576,62.4399998188
m15j15d15p40_5.csv.out,15,15,15,40,5,10,1,0.3659999370574951,0.0,0.0409998893737793,0.325000047684,10,1,48.008999824523926,0.0,23.615999937057495,24.3929998875
m15j15d15p40_6.csv.out,15,15,15,40,6,9,1,1.2639999389648438,0.0,0.04500007629394531,1.21899986267,9,1,46.026000022888184,0.0,16.42799997329712,29.5980000496
m15j15d15p40_7.csv.out,15,15,15,40,7,9,1,0.2650001049041748,0.0,0.04200005531311035,0.223000049591,9,1,46.6729998588562,0.0,19.312000036239624,27.3609998226
m15j15d15p40_8.csv.out,15,15,15,40,8,10,1,0.5199999809265137,0.0,0.039999961853027344,0.480000019073,10,1,52.425999879837036,0.0,20.063999891281128,32.3619999886
m15j15d15p40_9.csv.out,15,15,15,40,9,9,1,0.49199986457824707,0.0,0.042999982833862305,0.448999881744,9,1,25.747999906539917,0.0,13.577999830245972,12.1700000763
m15j15d25p05_0.csv.out,15,15,25,05,0,3,1,3.437999963760376,0.0,0.05200004577636719,3.38599991798,3,1,3.815999984741211,0.0,1.6600000858306885,2.15599989891
m15j15d25p05_1.csv.out,15,15,25,05,1,0,1,0.22899985313415527,0.0,0.05900001525878906,0.169999837875,0,1,1.187000036239624,0.0,0.5659999847412109,0.621000051498
m15j15d25p05_2.csv.out,15,15,25,05,2,0,1,0.26999998092651367,0.0,0.07400012016296387,0.195999860764,0,1,2.36899995803833,0.0,1.1449999809265137,1.22399997711
